text,label
Just finished work. Heading home now. Work Status: 873,not spam
"Are you free for coffee next week, maybe Tuesday? Meeting Ref: 874",not spam
Did you remember to water the plants? The ones in the living room look a bit dry. Plant ID: 875,not spam
Got your message. I'll get back to you shortly. Msg Ref: 876,not spam
"Are you free for coffee next week, maybe Tuesday? Meeting Ref: 877",not spam
Could you send me the report by end of day? Thanks! Report ID: 878,not spam
Just wanted to check in and see how you're doing. Call me later. Ping: 879,not spam
I'll be there in 10 minutes. Running a bit late. ETA Ref: 880,not spam
Hope you feel better soon! Let me know if you need anything. Recovery Msg: 881,not spam
Could you send me the report by end of day? Thanks! Report ID: 882,not spam
Don't forget the party on Saturday at 18:00. Your invite ID: 883,not spam
Thinking about our next project. Any ideas? Let's brainstorm soon. Project No: 884,not spam
Did you remember to water the plants? The ones in the living room look a bit dry. Plant ID: 885,not spam
Happy birthday! Hope you have a wonderful day. Wishes: 886,not spam
Don't forget to pick up groceries on your way home. We need milk and bread. Reminder ID: 887,not spam
Just finished work. Heading home now. Work Status: 888,not spam
Can you believe how fast the time is flying? It feels like just yesterday we were celebrating holidays. Time Ref: 889,not spam
Hope you feel better soon! Let me know if you need anything. Recovery Msg: 890,not spam
Got your message. I'll get back to you shortly. Msg Ref: 891,not spam
Just finished work. Heading home now. Work Status: 892,not spam
I'll be there in 28 minutes. Running a bit late. ETA Ref: 893,not spam
Don't forget the party on Saturday at 18:00. Your invite ID: 894,not spam
See you then. Looking forward to it! Appt: 895,not spam
Got your message. I'll get back to you shortly. Msg Ref: 896,not spam
Got your message. I'll get back to you shortly. Msg Ref: 897,not spam
"Hi, can we meet tomorrow at 12 PM? Let me know. Event ID: 898",not spam
I'll be there in 6 minutes. Running a bit late. ETA Ref: 899,not spam
Thinking about our next project. Any ideas? Let's brainstorm soon. Project No: 900,not spam
Did you remember to water the plants? The ones in the living room look a bit dry. Plant ID: 901,not spam
"Are you free for coffee next week, maybe Tuesday? Meeting Ref: 902",not spam
How was your trip? Hope you had a great time! Travel log: 903,not spam
I found a great recipe for pasta. Want to try it tonight? Recipe #904,not spam
What's the plan for the weekend? Thinking of going to the park. Idea: 905,not spam
Can you believe how fast the time is flying? It feels like just yesterday we were starting this project. Time Ref: 906,not spam
"Just checking in, how are things going with project U636? Update #907",not spam
Thinking about our next project. Any ideas? Let's brainstorm soon. Project No: 908,not spam
Just wanted to check in and see how you're doing. Call me later. Ping: 909,not spam
I found a great recipe for soup. Want to try it tonight? Recipe #910,not spam
Happy birthday! Hope you have a wonderful day. Wishes: 911,not spam
Don't forget the party on Saturday at 21:00. Your invite ID: 912,not spam
See you then. Looking forward to it! Appt: 913,not spam
Don't forget to pick up groceries on your way home. We need milk and bread. Reminder ID: 914,not spam
Can you believe how fast the time is flying? It feels like just yesterday we were celebrating holidays. Time Ref: 915,not spam
Just wanted to check in and see how you're doing. Call me later. Ping: 916,not spam
"Are you free for coffee next week, maybe Tuesday? Meeting Ref: 917",not spam
Thinking about our next project. Any ideas? Let's brainstorm soon. Project No: 918,not spam
"Are you free for coffee next week, maybe Tuesday? Meeting Ref: 919",not spam
Did you remember to water the plants? The ones in the living room look a bit dry. Plant ID: 920,not spam
Did you remember to water the plants? The ones in the living room look a bit dry. Plant ID: 921,not spam
Hope you feel better soon! Let me know if you need anything. Recovery Msg: 922,not spam
"Hi, can we meet tomorrow at 15 PM? Let me know. Event ID: 923",not spam
Can you believe how fast the time is flying? It feels like just yesterday we were starting this project. Time Ref: 924,not spam
Thinking about our next project. Any ideas? Let's brainstorm soon. Project No: 925,not spam
"Call me when you get a chance, it's about the meeting. Call Ref: 926",not spam
Can you believe how fast the time is flying? It feels like just yesterday we were celebrating holidays. Time Ref: 927,not spam
I found a great recipe for soup. Want to try it tonight? Recipe #928,not spam
Could you send me the report by end of day? Thanks! Report ID: 929,not spam
Hope you feel better soon! Let me know if you need anything. Recovery Msg: 930,not spam
Did you remember to water the plants? The ones in the living room look a bit dry. Plant ID: 931,not spam
Got your message. I'll get back to you shortly. Msg Ref: 932,not spam
I'll be there in 14 minutes. Running a bit late. ETA Ref: 933,not spam
I'll be there in 25 minutes. Running a bit late. ETA Ref: 934,not spam
Could you send me the report by end of day? Thanks! Report ID: 935,not spam
What's the plan for the weekend? Thinking of going to the park. Idea: 936,not spam
Thinking about our next project. Any ideas? Let's brainstorm soon. Project No: 937,not spam
"Hi, can we meet tomorrow at 17 PM? Let me know. Event ID: 938",not spam
Happy birthday! Hope you have a wonderful day. Wishes: 939,not spam
Could you send me the report by end of day? Thanks! Report ID: 940,not spam
Got your message. I'll get back to you shortly. Msg Ref: 941,not spam
"Are you free for coffee next week, maybe Tuesday? Meeting Ref: 942",not spam
Just wanted to check in and see how you're doing. Call me later. Ping: 943,not spam
Got your message. I'll get back to you shortly. Msg Ref: 944,not spam
Don't forget to pick up groceries on your way home. We need milk and bread. Reminder ID: 945,not spam
Can you believe how fast the time is flying? It feels like just yesterday we were celebrating holidays. Time Ref: 946,not spam
Got your message. I'll get back to you shortly. Msg Ref: 947,not spam
Thinking about our next project. Any ideas? Let's brainstorm soon. Project No: 948,not spam
I'll be there in 11 minutes. Running a bit late. ETA Ref: 949,not spam
Thinking about our next project. Any ideas? Let's brainstorm soon. Project No: 950,not spam
Don't forget to pick up groceries on your way home. We need milk and bread. Reminder ID: 951,not spam
Can you believe how fast the time is flying? It feels like just yesterday we were celebrating holidays. Time Ref: 952,not spam
"Just checking in, how are things going with project A420? Update #953",not spam
Just finished work. Heading home now. Work Status: 954,not spam
Don't forget the party on Saturday at 20:00. Your invite ID: 955,not spam
I'll be there in 24 minutes. Running a bit late. ETA Ref: 956,not spam
"Are you free for coffee next week, maybe Tuesday? Meeting Ref: 957",not spam
Can you believe how fast the time is flying? It feels like just yesterday we were celebrating holidays. Time Ref: 958,not spam
Just finished work. Heading home now. Work Status: 959,not spam
See you then. Looking forward to it! Appt: 960,not spam
I found a great recipe for pasta. Want to try it tonight? Recipe #961,not spam
Happy birthday! Hope you have a wonderful day. Wishes: 962,not spam
Did you remember to water the plants? The ones in the living room look a bit dry. Plant ID: 963,not spam
I'll be there in 29 minutes. Running a bit late. ETA Ref: 964,not spam
I'll be there in 21 minutes. Running a bit late. ETA Ref: 965,not spam
Got your message. I'll get back to you shortly. Msg Ref: 966,not spam
Did you remember to water the plants? The ones in the living room look a bit dry. Plant ID: 967,not spam
"Are you free for coffee next week, maybe Tuesday? Meeting Ref: 968",not spam
See you then. Looking forward to it! Appt: 969,not spam
"Just checking in, how are things going with project M908? Update #970",not spam
"Hi, can we meet tomorrow at 9 PM? Let me know. Event ID: 971",not spam
"Are you free for coffee next week, maybe Tuesday? Meeting Ref: 972",not spam
"Just checking in, how are things going with project I285? Update #973",not spam
Can you believe how fast the time is flying? It feels like just yesterday we were celebrating holidays. Time Ref: 974,not spam
Thinking about our next project. Any ideas? Let's brainstorm soon. Project No: 975,not spam
How was your trip? Hope you had a great time! Travel log: 976,not spam
"Call me when you get a chance, it's about the meeting. Call Ref: 977",not spam
"Are you free for coffee next week, maybe Tuesday? Meeting Ref: 978",not spam
Did you remember to water the plants? The ones in the living room look a bit dry. Plant ID: 979,not spam
Thinking about our next project. Any ideas? Let's brainstorm soon. Project No: 980,not spam
"Just checking in, how are things going with project F770? Update #981",not spam
How was your trip? Hope you had a great time! Travel log: 982,not spam
Don't forget the party on Saturday at 19:00. Your invite ID: 983,not spam
Can you believe how fast the time is flying? It feels like just yesterday we were celebrating holidays. Time Ref: 984,not spam
"Call me when you get a chance, it's about the meeting. Call Ref: 985",not spam
Did you remember to water the plants? The ones in the living room look a bit dry. Plant ID: 986,not spam
"Hi, can we meet tomorrow at 14 PM? Let me know. Event ID: 987",not spam
Hope you feel better soon! Let me know if you need anything. Recovery Msg: 988,not spam
Hope you feel better soon! Let me know if you need anything. Recovery Msg: 989,not spam
Hope you feel better soon! Let me know if you need anything. Recovery Msg: 990,not spam
Could you send me the report by end of day? Thanks! Report ID: 991,not spam
